document_id,rule_id,classification,reason,rank,rules,rule_count,fiscal_year,company_code,document_number,document_type,posting_date,business_process,source,created_by,approved_by
116072be-16c5-44a0-b190-cce0396ad0fd,L1-08,hard_period_mapping_error,회계기간 11.0 vs 전기월 4. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2024,C002,C002-2024-029039,HR,2024-04-15 02:20:00,H2R,recurring,JRIVER001,AGUERR065
11cea1ce-1ac7-4465-871b-1a63dbf12e9d,L1-08,possible_period_cutoff_or_late_close,회계기간 2.0 vs 전기월 3. 기간마감/전표지연 가능,8,L1-08,1,2023,C002,C002-2023-008001,KR,2023-03-29 17:11:07,P2P,automated,SKRGER038,SYSTEM_AUTO_APPROVED
12364bb2-4778-4b35-81c0-9b88f56ac30c,L1-08,possible_period_cutoff_or_late_close,회계기간 9.0 vs 전기월 8. 기간마감/전표지연 가능,8,L1-08,1,2022,C002,C002-2022-021248,DR,2022-08-19 09:19:49,O2C,automated,EMITCH012,SSCOTT018
12bbf769-e28c-49df-acae-422d5219284d,L1-08,possible_period_cutoff_or_late_close,회계기간 4.0 vs 전기월 5. 기간마감/전표지연 가능,8,L1-08,1,2023,C001,C001-2023-010726,HR,2023-05-16 02:05:00,H2R,recurring,GJACKS003,AGUERR065
12c397b0-756a-4a78-9aaa-176aed4384dc,L1-08,hard_period_mapping_error,회계기간 8.0 vs 전기월 4. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2024,C002,C002-2024-021960,HR,2024-04-15 02:20:00,H2R,recurring,NSCHRD002,AGUERR065
18144789-b48e-4563-987f-632bdc5264fa,L1-08,possible_period_cutoff_or_late_close,회계기간 9.0 vs 전기월 10. 기간마감/전표지연 가능,8,L1-08,1,2024,C003,C003-2024-027074,DR,2024-10-18 11:11:09,O2C,interface,JMILLE013,GJOSHI020
184a9cae-051b-4d16-8bd9-6a5afdf079e3,L1-08,possible_period_cutoff_or_late_close,회계기간 11.0 vs 전기월 12. 기간마감/전표지연 가능,8,L1-08,1,2024,C002,C002-2024-032422,SA,2024-12-18 09:56:41,R2R,interface,ARIVER016,GSNCHE019
185a4977-0fed-4b81-b664-d163bca6c8ce,L1-08,hard_period_mapping_error,회계기간 8.0 vs 전기월 6. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2022,C002,C002-2022-022448,HR,2022-06-15 02:10:00,H2R,recurring,NSCHRD002,AGUERR065
18eaad99-4ebc-496b-807a-593e940ecc9b,L1-08,hard_period_mapping_error,회계기간 3.0 vs 전기월 6. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2022,C001,C001-2022-007967,HR,2022-06-15 02:10:00,H2R,recurring,ELAMBE004,AGUERR065
1982640a-d6b1-456c-85da-400490632dc2,L1-08,hard_period_mapping_error,회계기간 8.0 vs 전기월 5. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2023,C003,C003-2023-020807,HR,2023-05-16 02:05:00,H2R,recurring,LYOUNG017,AGUERR065
19e83174-15cf-4d4b-a345-61238e153434,L1-08,possible_period_cutoff_or_late_close,회계기간 2.0 vs 전기월 3. 기간마감/전표지연 가능,8,L1-08,1,2022,C001,C001-2022-006906,KZ,2022-03-23 11:21:28,TRE,recurring,RPILLA011,GSNCHE019
1a23f5bd-bc84-4134-a43d-f95b6b061b11,L1-08,hard_period_mapping_error,회계기간 3.0 vs 전기월 8. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2024,C002,C002-2024-007982,KZ,2024-08-19 01:55:00,TRE,automated,RLEE028,MGUTIR061
1a7b1695-8477-410c-a3e3-82122b028688,L1-08,hard_period_mapping_error,비정상 회계기간 13.0,2,L1-08,1,2023,C003,C003-2023-023728,HR,2023-09-18 17:41:31,H2R,automated,MNAKAG027,SYSTEM_AUTO_APPROVED
1bbe6b04-33e7-493a-a4af-a85b76e25b28,L1-08,hard_period_mapping_error,회계기간 7.0 vs 전기월 5. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2023,C001,C001-2023-017504,HR,2023-05-16 02:05:00,H2R,recurring,GJACKS003,FHOFFM055
1ccb81e8-6456-457d-bc5b-1beaaad941da,L1-08,hard_period_mapping_error,회계기간 6.0 vs 전기월 8. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2024,C001,C001-2024-015748,KZ,2024-08-19 01:55:00,TRE,automated,JMEIER032,MGUTIR061
1d943fa0-4815-4f8d-926e-b455bd600807,L1-08,hard_period_mapping_error,회계기간 9.0 vs 전기월 5. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2023,C003,C003-2023-023501,HR,2023-05-16 02:05:00,H2R,recurring,WHILL005,AGUERR065
1dc6cbe3-8188-45c8-99dd-bec7c43d774f,L1-08,possible_period_cutoff_or_late_close,회계기간 5.0 vs 전기월 4. 기간마감/전표지연 가능,8,L1-08,1,2024,C003,C003-2024-012458,HR,2024-04-15 02:20:00,H2R,recurring,GSNCHE019,AGUERR065
1dd1053f-83ce-4c69-98e6-362c9267f0dc,L1-08,possible_period_cutoff_or_late_close,회계기간 3.0 vs 전기월 4. 기간마감/전표지연 가능,8,L1-08,1,2023,C001,C001-2023-009860,DR,2023-04-14 17:29:52,O2C,automated,LYE025,SYSTEM_AUTO_APPROVED
1de13248-4537-4bbf-84de-866e7f88527c,L1-08,possible_period_cutoff_or_late_close,회계기간 3.0 vs 전기월 2. 기간마감/전표지연 가능,8,L1-08,1,2024,C002,C002-2024-004974,DR,2024-02-28 17:16:47,O2C,automated,LYOUNG017,GSNCHE019
1de16e14-3d04-4983-8c3c-ec51c635c95d,L1-08,hard_period_mapping_error,회계기간 12.0 vs 전기월 4. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2024,C003,C003-2024-034665,HR,2024-04-15 02:20:00,H2R,recurring,SBECKE009,AGUERR065
1de3d9e2-cf7a-493c-9255-61bd4d3966f3,L1-08,hard_period_mapping_error,회계기간 8.0 vs 전기월 6. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2022,C001,C001-2022-021140,HR,2022-06-15 02:10:00,H2R,recurring,EFERNN008,AGUERR065
1e7d5e65-48e5-4ef8-a081-c210c092ad47,L1-08,possible_period_cutoff_or_late_close,회계기간 9.0 vs 전기월 8. 기간마감/전표지연 가능,8,L1-08,1,2023,C001,C001-2023-022407,KR,2023-08-30 11:08:33,P2P,interface,GSNCHE019,SSCOTT018
1e80be08-8c34-47a8-bf10-c6675dbeab22,L1-08,possible_period_cutoff_or_late_close,회계기간 11.0 vs 전기월 12. 기간마감/전표지연 가능,8,L1-08,1,2024,C001,C001-2024-035619,SA,2024-12-31 09:18:56,R2R,manual,ARIVER016,GJOSHI020
1f06440c-0585-4886-80ea-ec5ac0a7a23d,L1-08,hard_period_mapping_error,회계기간 10.0 vs 전기월 4. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2024,C002,C002-2024-027866,HR,2024-04-15 02:20:00,H2R,recurring,ARIVER016,AGUERR065
1f1db8cd-7a70-4599-b726-8d6eec43be2f,L1-08,possible_period_cutoff_or_late_close,회계기간 5.0 vs 전기월 6. 기간마감/전표지연 가능,8,L1-08,1,2022,C001,C001-2022-013352,HR,2022-06-15 02:10:00,H2R,recurring,LYOUNG017,AGUERR065
1fca9180-f172-44c9-9472-df258dba2d33,L1-08,possible_period_cutoff_or_late_close,회계기간 2.0 vs 전기월 1. 기간마감/전표지연 가능,8,L1-08,1,2023,C002,C002-2023-000437,AA,2023-01-06 18:13:17,A2R,automated,SKRGER038,SYSTEM_AUTO_APPROVED
20cfcba5-b08d-44eb-8231-c13f76db8675,L1-08,hard_period_mapping_error,회계기간 11.0 vs 전기월 4. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2024,C002,C002-2024-030806,HR,2024-04-15 02:20:00,H2R,recurring,LMARTI014,VNAIR019
22b06be1-5def-436d-bed1-17d993b9f243,L1-08,possible_period_cutoff_or_late_close,회계기간 7.0 vs 전기월 6. 기간마감/전표지연 가능,8,"L1-08,L3-07",2,2022,C003,C003-2022-017049,HR,2022-06-15 02:10:00,H2R,recurring,RPILLA011,AGUERR065
23df5eb4-a4db-46df-a589-86ef7feea6ea,L1-08,possible_period_cutoff_or_late_close,회계기간 11.0 vs 전기월 12. 기간마감/전표지연 가능,8,L1-08,1,2023,C001,C001-2023-032451,HR,2023-12-14 10:15:27,H2R,automated,GJACKS003,GSNCHE019
2520a659-1ed2-4146-b407-16bf97029bfb,L1-08,hard_period_mapping_error,회계기간 10.0 vs 전기월 5. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2023,C002,C002-2023-027671,HR,2023-05-16 02:05:00,H2R,recurring,GJACKS003,AGUERR065
2867c4af-0aaf-4355-861b-aab80b14d7fd,L1-08,possible_period_cutoff_or_late_close,회계기간 6.0 vs 전기월 5. 기간마감/전표지연 가능,8,"L1-08,L3-07",2,2023,C001,C001-2023-015431,HR,2023-05-16 02:05:00,H2R,recurring,ARIVER016,AGUERR065
2878aa14-ea55-4741-8626-e8f416aad437,L1-08,hard_period_mapping_error,회계기간 8.0 vs 전기월 4. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2024,C001,C001-2024-022399,HR,2024-04-15 02:20:00,H2R,recurring,GSNCHE019,AGUERR065
2882efd9-0f61-44e5-bbff-4e6e95a3a6fc,L1-08,possible_period_cutoff_or_late_close,회계기간 10.0 vs 전기월 11. 기간마감/전표지연 가능,8,L1-08,1,2024,C001,C001-2024-030572,KR,2024-11-27 09:24:38,P2P,automated,ARIVER016,GSNCHE019
2927c8e2-2786-489b-aced-eb7b2fffc592,L1-08,hard_period_mapping_error,회계기간 7.0 vs 전기월 4. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2024,C001,C001-2024-019488,HR,2024-04-15 02:20:00,H2R,recurring,EMITCH012,DCHVEZ049
29b6eb75-4765-4613-90ee-893190068fef,L1-08,hard_period_mapping_error,회계기간 10.0 vs 전기월 5. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2023,C003,C003-2023-028096,HR,2023-05-16 02:05:00,H2R,recurring,GJACKS003,AGUERR065
29e57a22-3538-441e-ac7f-b5a449a2429c,L1-08,possible_period_cutoff_or_late_close,회계기간 11.0 vs 전기월 12. 기간마감/전표지연 가능,8,L1-08,1,2024,C001,C001-2024-034931,HR,2024-12-30 15:47:39,H2R,manual,SBECKE009,GJOSHI020
2a322cc4-a639-477c-ba46-e3ff750a6657,L1-08,possible_period_cutoff_or_late_close,회계기간 5.0 vs 전기월 6. 기간마감/전표지연 가능,8,L1-08,1,2022,C003,C003-2022-013864,KR,2022-06-02 17:37:51,P2P,manual,EFERNN008,GJOSHI020
2a61544b-164e-4ca5-bdc4-566eb6adcb6e,L1-08,hard_period_mapping_error,회계기간 9.0 vs 전기월 5. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2023,C001,C001-2023-024143,HR,2023-05-16 02:05:00,H2R,recurring,LMARTI014,AGUERR065
2aaada16-0a71-4b25-a7da-e4b1e2a8d0eb,L1-08,hard_period_mapping_error,회계기간 9.0 vs 전기월 6. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2022,C003,C003-2022-022897,HR,2022-06-15 02:10:00,H2R,recurring,JMILLE013,AGUERR065
2b467a9e-52ea-47fd-a176-4b6c862dd6a1,L1-08,possible_period_cutoff_or_late_close,회계기간 2.0 vs 전기월 3. 기간마감/전표지연 가능,8,L1-08,1,2023,C003,C003-2023-006167,AA,2023-03-13 09:19:37,A2R,automated,ISNCHE029,SYSTEM_AUTO_APPROVED
2b501ff3-f099-4bfc-80f8-846ad47f7498,L1-08,possible_period_cutoff_or_late_close,회계기간 1.0 vs 전기월 12. 기간마감/전표지연 가능,8,L1-08,1,2024,C003,C003-2024-034130,KR,2024-12-26 09:30:05,P2P,manual,SBECKE009,SSCOTT018
2c2599c4-7cae-44d0-ae1c-9d3121df4f5a,L1-08,hard_period_mapping_error,회계기간 8.0 vs 전기월 5. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2023,C003,C003-2023-021735,HR,2023-05-16 02:05:00,H2R,recurring,SBECKE009,AGUERR065
2c95b66e-21e5-4a35-80b8-9fd2546d0d56,L1-08,possible_period_cutoff_or_late_close,회계기간 2.0 vs 전기월 1. 기간마감/전표지연 가능,8,L1-08,1,2023,C003,C003-2023-000312,DR,2023-01-04 19:27:26,O2C,recurring,GJOSHI020,SYSTEM_AUTO_APPROVED
2dc3fd00-07f1-4489-bdd2-d955ba1df0fe,L1-08,possible_period_cutoff_or_late_close,회계기간 4.0 vs 전기월 5. 기간마감/전표지연 가능,8,"L1-08,L3-07",2,2023,C002,C002-2023-011058,HR,2023-05-16 02:05:00,H2R,recurring,HMUOZ015,AGUERR065
2e134d0a-ac5f-45ca-9c9c-de6916b49934,L1-08,possible_period_cutoff_or_late_close,회계기간 11.0 vs 전기월 10. 기간마감/전표지연 가능,8,L1-08,1,2024,C003,C003-2024-027740,SA,2024-10-27 13:52:22,R2R,manual,EFERNN008,SSCOTT018
2ea1e38c-a166-4d29-ad7f-8255bcb7eceb,L1-08,possible_period_cutoff_or_late_close,회계기간 6.0 vs 전기월 7. 기간마감/전표지연 가능,8,L1-08,1,2024,C001,C001-2024-017163,AA,2024-07-02 14:51:36,A2R,manual,SMEDIN006,GJOSHI020
2eb92ae9-0b64-4764-bc7c-974a1a6397a2,L1-08,possible_period_cutoff_or_late_close,회계기간 8.0 vs 전기월 7. 기간마감/전표지연 가능,8,L1-08,1,2022,C003,C003-2022-019307,HR,2022-07-29 10:32:39,H2R,manual,JRIVER001,SSCOTT018
2f38dda9-225d-460d-9acc-44fc14812a58,L1-08,possible_period_cutoff_or_late_close,회계기간 6.0 vs 전기월 7. 기간마감/전표지연 가능,8,L1-08,1,2022,C003,C003-2022-018382,SA,2022-07-19 17:42:28,R2R,manual,EMITCH012,GJOSHI020
309055c2-f77e-4492-bd0a-68100cacbffb,L1-08,possible_period_cutoff_or_late_close,회계기간 2.0 vs 전기월 1. 기간마감/전표지연 가능,8,L1-08,1,2022,C001,C001-2022-001445,SA,2022-01-19 16:55:32,R2R,manual,EMITCH012,GSNCHE019
3090c126-b13f-4d9d-87b9-e3ad3e9db687,L1-08,possible_period_cutoff_or_late_close,회계기간 5.0 vs 전기월 4. 기간마감/전표지연 가능,8,"L1-08,L3-07",2,2024,C003,C003-2024-012803,HR,2024-04-15 02:20:00,H2R,recurring,RPILLA011,AGUERR065
30ca57b3-0cb6-4e41-a8d8-b11aca0e11f1,L1-08,possible_period_cutoff_or_late_close,회계기간 5.0 vs 전기월 6. 기간마감/전표지연 가능,8,L1-08,1,2022,C001,C001-2022-016011,DR,2022-06-27 17:32:09,O2C,automated,JMEIER032,AGUERR065
323ea8f8-da12-43d2-8c60-537e2045aa4f,L1-08,possible_period_cutoff_or_late_close,회계기간 1.0 vs 전기월 12. 기간마감/전표지연 가능,8,L1-08,1,2023,C002,C002-2023-034749,KR,2023-12-29 09:55:05,P2P,manual,JRIVER001,GJOSHI020
324e8e35-9108-4ee9-a08f-08810bb6bb3f,L1-08,hard_period_mapping_error,회계기간 10.0 vs 전기월 4. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2024,C001,C001-2024-027917,HR,2024-04-15 02:20:00,H2R,recurring,LMARTI014,AGUERR065
3267b723-f4cd-4238-86ac-84f55b31a290,L1-08,hard_period_mapping_error,비정상 회계기간 13.0,2,L1-08,1,2024,C002,C002-2024-027767,SA,2024-10-28 16:43:04,R2R,manual,LMARTI014,SSCOTT018
32aaaf9d-4dab-4c40-8322-24be8d3c4305,L1-08,possible_period_cutoff_or_late_close,회계기간 10.0 vs 전기월 9. 기간마감/전표지연 가능,8,L1-08,1,2023,C001,C001-2023-025598,DR,2023-09-29 17:26:54,O2C,automated,GSNCHE019,SSCOTT018
32b4364b-b964-4f05-afe9-d2a062ff7d8a,L1-08,hard_period_mapping_error,회계기간 8.0 vs 전기월 5. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2023,C001,C001-2023-022382,HR,2023-05-16 02:05:00,H2R,recurring,SMEDIN006,WJONES033
33322255-7d1e-4c81-b8e6-92ea76d59256,L1-08,possible_period_cutoff_or_late_close,회계기간 5.0 vs 전기월 4. 기간마감/전표지연 가능,8,L1-08,1,2024,C001,C001-2024-012000,HR,2024-04-15 02:20:00,H2R,recurring,RPILLA011,AGUERR065
33e0f1a0-6f6f-4a32-891c-d5c4f9f64629,L1-08,hard_period_mapping_error,회계기간 1.0 vs 전기월 3. ERP period mapping 오류 가능,2,L1-08,1,2024,C001,C001-2024-002873,KZ,2024-03-08 21:17:26,P2P,automated,SMEDIN006,GSNCHE019
342e593a-b8d6-402a-b682-b342b3c369d9,L1-08,hard_period_mapping_error,회계기간 2.0 vs 전기월 5. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2023,C001,C001-2023-003755,HR,2023-05-16 02:05:00,H2R,recurring,JMILLE013,AGUERR065
35987e24-840a-4487-b54a-cd56bff2b689,L1-08,hard_period_mapping_error,회계기간 7.0 vs 전기월 5. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2023,C003,C003-2023-017271,HR,2023-05-16 02:05:00,H2R,recurring,SBECKE009,AGUERR065
35e87514-9333-487f-b5ba-b9ee988b55d8,L1-08,hard_period_mapping_error,회계기간 1.0 vs 전기월 6. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2022,C001,C001-2022-002342,HR,2022-06-15 02:10:00,H2R,recurring,EFERNN008,AGUERR065
367e04e1-be8f-4986-a814-ceaf8a825fcb,L1-08,hard_period_mapping_error,회계기간 1.0 vs 전기월 6. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2022,C002,C002-2022-000477,HR,2022-06-15 02:10:00,H2R,recurring,JRIVER001,AGUERR065
3697eacd-064c-4fde-9185-ebfa71c60f02,L1-08,possible_period_cutoff_or_late_close,회계기간 5.0 vs 전기월 6. 기간마감/전표지연 가능,8,"L1-08,L3-07",2,2022,C001,C001-2022-011046,HR,2022-06-15 02:10:00,H2R,recurring,EFERNN008,AGUERR065
37a66906-8fde-412c-875a-35e7d980b33f,L1-08,hard_period_mapping_error,회계기간 6.0 vs 전기월 8. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2024,C002,C002-2024-015241,KZ,2024-08-19 01:55:00,TRE,automated,CLUNA031,PHERRM028
3831cc54-ddb3-478d-b1dd-2cdc58121439,L1-08,possible_period_cutoff_or_late_close,회계기간 3.0 vs 전기월 4. 기간마감/전표지연 가능,8,"L1-08,L3-07",2,2024,C001,C001-2024-006076,HR,2024-04-15 02:20:00,H2R,recurring,ELAMBE004,AGUERR065
389e1358-8808-4171-a976-3244e6eff4fa,L1-08,hard_period_mapping_error,회계기간 2.0 vs 전기월 4. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2024,C003,C003-2024-004514,HR,2024-04-15 02:20:00,H2R,recurring,ARIVER016,HALLEN045
39a0359d-3eff-4e17-9d77-af1f1b499b9f,L1-08,possible_period_cutoff_or_late_close,회계기간 3.0 vs 전기월 4. 기간마감/전표지연 가능,8,L1-08,1,2024,C003,C003-2024-008608,KR,2024-04-01 09:48:07,P2P,automated,LALLEN035,AGUERR065
3a14c96a-7e7b-45e4-88e2-88917fed0ef5,L1-08,hard_period_mapping_error,회계기간 12.0 vs 전기월 4. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2024,C001,C001-2024-031219,HR,2024-04-15 02:20:00,H2R,recurring,JRIVER001,FLPEZ058
3aaa0a8f-ffb3-4129-b903-1e719d67d6ce,L1-08,possible_period_cutoff_or_late_close,회계기간 7.0 vs 전기월 6. 기간마감/전표지연 가능,8,"L1-08,L3-07",2,2022,C001,C001-2022-019408,HR,2022-06-15 02:10:00,H2R,recurring,RPILLA011,AGUERR065
3b12f8f0-b475-42ca-bb70-5bb8ed7b2887,L1-08,possible_period_cutoff_or_late_close,회계기간 8.0 vs 전기월 9. 기간마감/전표지연 가능,8,L1-08,1,2022,C002,C002-2022-024989,DR,2022-09-27 14:21:12,O2C,manual,EFERNN008,GSNCHE019
3c0ba9d9-f55f-4423-9088-17f1140125b9,L1-08,hard_period_mapping_error,회계기간 4.0 vs 전기월 9. ERP period mapping 오류 가능,2,L1-08,1,2022,C001,C001-2022-009177,KZ,2022-09-26 21:31:24,P2P,recurring,ELAMBE004,GSNCHE019
3c347345-0851-49a3-9c91-3caf55dc04c5,L1-08,hard_period_mapping_error,회계기간 7.0 vs 전기월 4. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2024,C001,C001-2024-017304,HR,2024-04-15 02:20:00,H2R,recurring,LMARTI014,AGUERR065
3c43a334-d18d-4dc2-a44c-7d5944b8680c,L1-08,hard_period_mapping_error,회계기간 3.0 vs 전기월 5. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2023,C002,C002-2023-007067,HR,2023-05-16 02:05:00,H2R,recurring,EFERNN008,AGUERR065
3d2f719d-0c86-43b8-9bab-d43d94ce520b,L1-08,possible_period_cutoff_or_late_close,회계기간 2.0 vs 전기월 1. 기간마감/전표지연 가능,8,L1-08,1,2022,C003,C003-2022-001036,KR,2022-01-14 08:39:35,P2P,automated,CLUNA031,SYSTEM_AUTO_APPROVED
3e15d6ab-8923-4e7c-a230-9fd5eda1b387,L1-08,possible_period_cutoff_or_late_close,회계기간 11.0 vs 전기월 12. 기간마감/전표지연 가능,8,L1-08,1,2024,C001,C001-2024-034830,DR,2024-12-30 09:21:48,O2C,manual,SBECKE009,GSNCHE019
3e3d1791-8749-4691-9681-b31fd411b017,L1-08,possible_period_cutoff_or_late_close,회계기간 5.0 vs 전기월 6. 기간마감/전표지연 가능,8,L1-08,1,2023,C001,C001-2023-014215,DR,2023-06-05 14:17:33,O2C,automated,SBECKE009,GSNCHE019
3e902ac2-aefc-4640-80f9-dfb501905a45,L1-08,possible_period_cutoff_or_late_close,회계기간 11.0 vs 전기월 12. 기간마감/전표지연 가능,8,L1-08,1,2022,C002,C002-2022-033628,KR,2022-12-23 09:58:15,P2P,interface,GJACKS003,GSNCHE019
3ebc85ab-eb32-4bb6-9dce-f64af55a18c0,L1-08,possible_period_cutoff_or_late_close,회계기간 2.0 vs 전기월 3. 기간마감/전표지연 가능,8,L1-08,1,2022,C003,C003-2022-005678,KZ,2022-03-08 13:21:49,TRE,automated,RPILLA011,GJOSHI020
3fdbb77a-12a1-455f-8b02-6fc3a7ade862,L1-08,possible_period_cutoff_or_late_close,회계기간 5.0 vs 전기월 4. 기간마감/전표지연 가능,8,L1-08,1,2024,C001,C001-2024-009991,DR,2024-04-17 18:20:07,O2C,interface,SBECKE009,GSNCHE019
405675a6-6c47-42f1-aefd-9fc93a538241,L1-08,hard_period_mapping_error,회계기간 3.0 vs 전기월 5. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2023,C001,C001-2023-007205,HR,2023-05-16 02:05:00,H2R,recurring,SMEDIN006,FLPEZ058
405bf997-3a53-43e8-835d-3d99a2b24f12,L1-08,hard_period_mapping_error,회계기간 1.0 vs 전기월 4. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2024,C001,C001-2024-002849,HR,2024-04-15 02:20:00,H2R,recurring,EMITCH012,AGUERR065
4164e190-3e30-47af-ba1e-d3c5c353d84b,L1-08,hard_period_mapping_error,회계기간 9.0 vs 전기월 5. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2023,C003,C003-2023-024875,HR,2023-05-16 02:05:00,H2R,recurring,GJOSHI020,EHILL049
41babce3-068d-414b-8bc4-1791ac700192,L1-08,possible_period_cutoff_or_late_close,회계기간 11.0 vs 전기월 12. 기간마감/전표지연 가능,8,L1-08,1,2024,C003,C003-2024-035591,SA,2024-12-31 19:06:14,R2R,manual,ARIVER016,SSCOTT018
428d2697-7045-4f29-9c33-c223a479a450,L1-08,possible_period_cutoff_or_late_close,회계기간 8.0 vs 전기월 9. 기간마감/전표지연 가능,8,L1-08,1,2023,C003,C003-2023-024927,KR,2023-09-27 10:55:06,P2P,manual,SSCOTT018,GSNCHE019
42b5b698-ed73-48b9-928d-80e2444fc8eb,L1-08,possible_period_cutoff_or_late_close,회계기간 2.0 vs 전기월 3. 기간마감/전표지연 가능,8,L1-08,1,2022,C002,C002-2022-007148,KR,2022-03-25 13:13:06,P2P,automated,EMITCH012,GSNCHE019
436074c2-0410-437a-8862-32ce36810cdc,L1-08,possible_period_cutoff_or_late_close,회계기간 7.0 vs 전기월 6. 기간마감/전표지연 가능,8,"L1-08,L3-07",2,2022,C001,C001-2022-019270,HR,2022-06-15 02:10:00,H2R,recurring,EMITCH012,AGUERR065
436a6635-5f01-42d6-854e-51b25c2ac984,L1-08,possible_period_cutoff_or_late_close,회계기간 2.0 vs 전기월 1. 기간마감/전표지연 가능,8,L1-08,1,2023,C002,C002-2023-002347,DR,2023-01-30 09:41:22,O2C,interface,JMILLE013,ARIVER016
43b2df1b-46ae-422a-8735-82ccde25e369,L1-08,hard_period_mapping_error,비정상 회계기간 13.0,2,L1-08,1,2022,C002,C002-2022-006757,DR,2022-03-23 08:58:21,O2C,interface,LMARTI014,GSNCHE019
44d7c314-9bba-4dba-a4c5-c6a961de4636,L1-08,hard_period_mapping_error,회계기간 3.0 vs 전기월 6. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2022,C001,C001-2022-007698,HR,2022-06-15 02:10:00,H2R,recurring,ARIVER016,AGUERR065
44db795e-7d38-44f9-a769-346d15391e9f,L1-08,hard_period_mapping_error,회계기간 8.0 vs 전기월 6. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2022,C001,C001-2022-020164,HR,2022-06-15 02:10:00,H2R,recurring,LYOUNG017,AGUERR065
46554db3-d83c-41d6-ae5f-2a4e141ccfef,L1-08,hard_period_mapping_error,회계기간 2.0 vs 전기월 5. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2023,C002,C002-2023-004833,HR,2023-05-16 02:05:00,H2R,recurring,LMARTI014,AGUERR065
467bf8d4-41da-4199-b6d0-a667959dc350,L1-08,hard_period_mapping_error,회계기간 7.0 vs 전기월 4. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2024,C001,C001-2024-019704,HR,2024-04-15 02:20:00,H2R,recurring,EFERNN008,WJONES033
46c173d5-f39a-4e34-aecb-96ed38e626d6,L1-08,hard_period_mapping_error,회계기간 9.0 vs 전기월 5. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2023,C001,C001-2023-023444,HR,2023-05-16 02:05:00,H2R,recurring,PSANCH010,AGUERR065
4700a719-c7d3-4f3c-b295-74646b6c405d,L1-08,hard_period_mapping_error,회계기간 2.0 vs 전기월 6. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2022,C002,C002-2022-003217,HR,2022-06-15 02:10:00,H2R,recurring,SMEDIN006,AGUERR065
4839d6d4-2dd8-49fd-af08-a14682b88107,L1-08,hard_period_mapping_error,회계기간 6.0 vs 전기월 8. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2024,C002,C002-2024-016827,KZ,2024-08-19 01:55:00,TRE,automated,SNGUYE034,FLPEZ058
4893a3fd-6471-484d-90e3-3b6e4033977e,L1-08,hard_period_mapping_error,회계기간 1.0 vs 전기월 6. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2022,C002,C002-2022-000369,HR,2022-06-15 02:10:00,H2R,recurring,GSNCHE019,AGUERR065
494f7f10-766b-4bee-99cc-754b74df0640,L1-08,hard_period_mapping_error,회계기간 1.0 vs 전기월 6. ERP period mapping 오류 가능,2,"L1-08,L3-07",2,2022,C002,C002-2022-000698,HR,2022-06-15 02:10:00,H2R,recurring,EMITCH012,AGUERR065
